age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
57,0,0,2,0,2892,1,0,1,4,5,235,5,0,0,0,0
28,1,1,1,0,-380,1,0,1,4,5,285,4,0,0,0,0
32,0,2,0,0,880,1,1,1,4,5,112,1,0,0,0,0
33,4,0,0,0,248,1,0,1,4,5,132,2,0,0,0,0
33,0,0,0,0,312,1,0,1,4,5,151,2,0,0,0,0
47,0,0,0,0,273,1,0,1,4,5,163,1,0,0,0,0
37,0,0,0,0,311,1,0,1,4,5,135,1,0,0,0,0
42,3,2,0,0,-172,1,1,1,4,5,179,1,0,0,0,0
26,0,1,2,0,3342,1,0,1,4,5,329,4,0,0,0,0
40,4,0,0,0,113,1,0,1,4,5,126,1,0,0,0,0
30,4,1,0,0,-97,1,0,1,4,5,126,2,0,0,0,0
31,3,0,0,0,454,1,0,1,4,5,119,1,0,0,0,0
26,2,1,1,0,1118,1,0,1,4,5,209,2,0,0,0,0
28,3,1,0,0,710,1,1,1,4,5,341,2,0,0,0,0
49,0,0,0,0,203,0,0,1,4,5,167,1,0,0,0,0
42,4,0,0,0,717,1,0,1,4,5,152,6,0,0,0,0
36,0,0,0,0,138,1,0,1,4,5,84,3,0,0,0,0
39,3,0,0,0,217,1,0,1,4,5,341,4,0,0,0,0
33,0,0,2,0,934,1,0,1,4,5,244,2,0,0,0,0
40,0,0,0,0,2671,1,1,1,4,5,423,2,0,0,0,0
23,4,1,0,0,500,1,0,1,4,5,111,3,0,0,0,0
50,0,0,2,0,42,1,0,1,4,5,170,3,0,0,0,0
29,6,1,0,0,200,1,0,1,4,5,87,2,0,0,0,0
43,4,0,0,0,1450,1,0,1,4,5,227,2,0,0,0,0
36,1,0,1,0,1014,1,0,1,4,5,34,2,0,0,0,0
29,0,1,0,0,735,1,0,1,4,5,130,3,0,0,0,0
29,0,0,3,0,356,1,0,1,4,5,169,2,0,0,0,0
54,0,0,0,0,2957,1,0,1,4,5,392,2,0,0,0,0
49,0,0,2,0,266,1,0,1,4,5,39,2,0,0,0,0
39,0,0,2,0,0,1,0,1,4,5,112,4,0,0,0,0
33,0,0,0,0,36,1,0,1,4,5,36,4,0,0,0,0
29,1,0,1,0,68,1,0,1,4,5,69,4,0,0,0,0
27,0,1,2,0,0,1,0,1,4,5,299,2,0,0,0,0
52,3,2,0,0,1049,0,1,1,4,5,80,6,0,0,0,0
44,4,2,0,0,0,1,0,1,4,5,389,5,0,0,0,0
39,0,1,2,0,1790,1,0,1,4,5,229,6,0,0,0,0
39,0,0,2,0,104,1,0,1,4,5,624,2,0,0,0,0
26,0,0,0,0,127,1,1,1,4,5,165,2,0,0,0,0
27,4,1,0,0,1913,1,0,1,4,5,216,2,0,0,0,0
24,1,1,1,0,933,1,0,1,4,5,122,1,0,0,0,0
27,4,1,0,0,201,1,0,1,4,5,172,2,0,0,0,0
29,0,1,0,0,-167,1,0,1,4,5,361,1,0,0,0,0
38,2,0,0,0,625,1,0,1,4,5,140,2,0,0,0,0
36,0,2,0,0,-159,1,0,1,4,5,382,3,0,0,0,0
43,1,2,1,0,350,1,0,1,4,5,128,1,0,0,0,0
32,0,1,0,0,255,0,0,1,4,5,175,1,0,0,0,0
26,4,1,0,0,-74,1,0,1,4,5,147,1,0,0,0,0
32,1,0,1,0,944,1,1,1,4,5,292,1,0,0,0,0
30,3,1,0,0,705,1,0,1,4,5,235,1,0,0,0,0
25,0,2,0,0,720,1,0,1,4,5,156,1,0,0,0,0
29,6,0,1,1,0,1,1,1,5,5,399,3,0,0,0,0
52,3,0,0,0,531,0,0,1,5,5,222,1,0,0,0,0
56,2,0,0,0,62,0,1,1,5,5,243,1,0,0,0,0
55,6,0,1,0,0,0,0,1,5,5,38,1,0,0,0,0
35,6,0,1,0,182,0,1,1,5,5,379,1,0,0,0,0
59,6,0,2,0,0,0,0,1,5,5,307,1,0,0,0,0
41,1,0,1,0,5,0,0,1,5,5,178,1,0,0,0,0
36,3,1,0,0,135,0,0,1,5,5,308,1,0,0,0,0
56,5,2,2,0,0,0,0,1,5,5,27,1,0,0,0,0
43,1,0,1,0,356,0,0,1,5,5,80,1,0,0,0,0
56,2,0,2,0,314,1,1,1,5,5,75,1,0,0,0,0
48,3,0,0,0,395,0,0,1,5,5,168,1,0,0,0,0
53,5,0,0,0,1630,0,0,1,5,5,160,1,0,0,0,0
39,0,1,2,0,-491,0,1,1,5,5,179,1,0,0,0,0
50,6,0,2,0,705,0,0,1,5,5,504,1,0,0,0,1
35,0,0,0,0,344,0,0,1,5,5,25,1,0,0,0,0
46,4,0,0,0,198,0,1,1,5,5,49,1,0,0,0,0
40,0,0,2,1,11,1,1,1,5,5,83,3,0,0,0,0
39,3,0,0,0,835,1,0,1,5,5,135,1,0,0,0,0
56,6,0,2,0,882,0,0,1,5,5,169,1,0,0,0,0
43,6,0,1,1,-250,0,0,1,5,5,104,1,0,0,0,0
33,0,0,0,0,1240,1,0,1,5,5,400,2,0,0,0,0
51,1,2,1,0,119,0,0,1,5,5,112,2,0,0,0,0
47,6,2,1,0,0,0,0,1,5,5,124,1,0,0,0,0
38,3,2,0,0,0,0,0,1,5,5,56,1,0,0,0,0
60,0,0,0,0,0,0,1,1,5,5,124,1,0,0,0,0
38,1,0,2,0,1365,1,0,1,5,5,224,1,0,0,0,0
38,0,0,0,0,-3,0,1,1,5,5,172,1,0,0,0,0
54,6,0,0,0,153,1,0,1,5,5,40,1,0,0,0,0
59,3,1,0,0,848,0,0,1,5,5,63,1,0,0,0,0
59,5,0,0,0,56,0,0,1,5,5,396,1,0,0,0,0
37,2,2,0,1,325,1,1,1,5,5,487,1,0,0,0,0
40,1,1,1,0,-222,1,0,1,5,5,221,1,0,0,0,0
41,2,0,0,0,261,0,1,1,5,5,222,1,0,0,0,0
51,3,0,0,0,0,0,0,1,5,5,78,1,0,0,0,0
46,2,0,0,0,488,0,0,1,5,5,92,1,0,0,0,0
48,0,0,2,0,257,1,0,1,5,5,333,2,0,0,0,0
35,1,0,1,0,-640,1,1,1,5,5,78,6,0,0,0,0
36,1,0,3,0,0,0,0,1,5,5,131,1,0,0,0,0
50,2,0,2,0,883,1,0,1,5,5,170,1,0,0,0,0
44,0,0,0,0,1910,1,0,1,5,5,41,1,0,0,0,0
51,6,2,3,0,1649,0,0,1,5,5,93,1,0,0,0,0
36,0,0,0,0,1772,0,0,1,5,5,208,1,0,0,0,1
58,0,0,0,0,590,0,1,1,5,5,133,1,0,0,0,0
39,4,1,0,0,0,0,0,1,5,5,133,1,0,0,0,0
57,1,0,1,0,561,0,0,1,5,5,21,1,0,0,0,0
46,2,1,1,0,2800,0,0,1,5,5,47,1,0,0,0,0
53,1,0,1,0,1619,0,0,1,5,5,89,1,0,0,0,0
51,3,0,2,0,2281,1,1,1,5,5,163,1,0,0,0,0
43,6,0,2,0,522,0,0,1,5,5,86,1,0,0,0,0
30,6,0,0,0,2551,1,0,1,5,5,142,2,0,0,0,0
25,0,1,0,0,150,1,0,1,5,5,492,2,0,0,0,0
40,0,0,0,0,440,1,0,1,5,5,327,2,0,0,0,0
37,0,0,2,0,213,0,1,1,5,5,323,1,0,0,0,0
53,1,0,1,1,0,0,1,1,5,5,189,1,0,0,0,0
55,5,2,0,0,282,1,0,1,5,5,99,2,0,0,0,0
37,0,0,0,0,-97,1,0,1,5,5,135,2,0,0,0,0
48,4,2,0,0,0,0,0,1,5,5,428,1,0,0,0,0
44,2,0,0,0,296,1,1,1,5,5,169,1,0,0,0,0
37,0,0,0,0,151,1,0,1,5,5,202,1,0,0,0,0
42,0,2,0,0,1037,0,0,1,5,5,271,1,0,0,0,0
37,4,0,0,0,2132,0,0,1,5,5,232,1,0,0,0,0
37,6,1,0,0,125,0,0,1,5,5,56,1,0,0,0,0
52,6,0,2,0,1340,0,0,1,5,5,175,1,0,0,0,0
57,2,0,2,0,67,0,0,1,5,5,67,1,0,0,0,0
23,4,0,0,0,2673,1,0,1,5,5,81,2,0,0,0,0
44,2,0,0,0,533,0,0,1,5,5,74,1,0,0,0,0
45,1,0,0,0,0,0,0,1,5,5,65,2,0,0,0,0
38,3,1,3,0,13,0,0,1,5,5,21,1,0,0,0,0
47,6,0,2,0,2946,0,0,1,5,5,60,1,0,0,0,0
60,6,0,1,0,443,0,0,1,5,5,60,1,0,0,0,0
56,1,2,1,0,41,0,0,1,5,5,179,1,0,0,0,0
32,0,1,0,0,313,1,1,1,5,5,67,2,0,0,0,0
26,4,0,0,0,682,1,1,1,5,5,166,2,0,0,0,0
58,5,2,0,0,219,0,0,1,5,5,133,1,0,0,0,0
51,4,0,0,0,540,1,0,1,5,5,124,2,0,0,0,0
36,0,0,0,0,0,0,0,1,5,5,174,1,0,0,0,0
41,3,1,0,0,2790,1,0,1,5,5,190,1,0,0,0,0
51,6,1,3,0,0,0,0,1,5,5,409,1,0,0,0,0
55,5,2,1,0,1218,0,1,1,5,5,145,1,0,0,0,0
42,4,0,0,0,1007,0,0,1,5,5,139,1,0,0,0,0
45,0,0,3,0,419,0,0,1,5,5,420,1,0,0,0,0
37,6,0,1,0,144,1,0,1,5,5,247,2,0,0,0,0
57,0,0,2,0,60,0,0,1,5,5,90,1,0,0,0,0
47,0,0,2,0,421,1,1,1,5,5,52,1,0,0,0,0
39,2,1,0,0,681,1,0,1,5,5,170,1,0,0,0,0
37,4,1,0,0,244,0,0,1,5,5,70,1,0,0,0,0
37,0,1,2,0,0,0,0,1,5,5,39,1,0,0,0,0
37,6,0,3,0,983,0,1,1,5,5,225,1,0,0,0,0
46,1,2,1,0,743,0,0,1,5,5,36,2,0,0,0,0
47,2,0,0,0,89,0,0,1,5,5,287,1,0,0,0,0
42,0,0,2,0,1401,1,0,1,5,5,627,1,0,0,0,0
39,4,0,0,0,-119,0,1,1,5,5,104,2,0,0,0,0
37,6,1,2,0,1648,1,0,1,5,5,166,2,0,0,0,0
37,3,0,0,0,641,1,0,1,5,5,42,1,0,0,0,0
45,6,0,1,0,2424,0,0,1,5,5,452,1,0,0,0,0
37,6,2,0,0,14,0,0,1,5,5,22,1,0,0,0,0
55,5,0,2,0,0,0,0,1,5,5,272,1,0,0,0,0
56,1,2,1,0,982,0,0,1,5,5,152,1,0,0,0,0
31,0,0,0,0,1779,1,0,1,5,5,85,2,0,0,0,0
55,6,1,2,0,0,0,0,1,5,5,247,1,0,0,0,0
46,3,1,0,0,849,1,0,1,5,5,508,2,0,0,0,1
56,0,0,2,0,206,0,0,1,5,5,315,1,0,0,0,0
28,3,1,0,0,25,1,0,1,5,5,109,2,0,0,0,0
35,0,1,2,0,227,0,1,1,5,5,414,1,0,0,0,0
44,4,0,3,0,67,1,0,1,5,5,202,1,0,0,0,0
50,5,0,2,0,420,0,0,1,5,5,107,1,0,0,0,0
42,6,1,3,0,1316,0,0,1,5,5,285,1,0,0,0,0
51,2,2,0,0,1,1,0,1,5,5,290,1,0,0,0,0
42,6,0,0,0,202,0,0,1,5,5,257,1,0,0,0,0
42,2,0,0,0,769,0,0,1,5,5,90,1,0,0,0,0
59,6,0,2,0,495,0,0,1,5,5,150,2,0,0,0,0
48,1,0,1,0,2960,0,0,1,5,5,86,1,0,0,0,0
57,6,2,2,0,3063,0,0,1,5,5,21,1,0,0,0,0
56,5,0,2,0,842,0,1,1,5,5,108,1,0,0,0,0
48,0,1,2,0,316,0,0,1,5,5,560,2,0,0,0,0
59,0,0,3,0,139,0,0,1,5,5,153,1,0,0,0,0
36,0,0,0,0,346,1,0,1,5,5,202,1,0,0,0,0
44,6,0,1,0,1151,1,0,1,5,5,127,2,0,0,0,0
47,1,0,1,0,0,0,0,1,5,5,265,2,0,0,0,0
27,1,1,1,0,703,1,0,1,5,5,590,3,0,0,0,1
60,0,0,0,0,40,0,0,1,5,5,126,2,0,0,0,0
59,6,0,2,0,1470,0,0,1,5,5,74,1,0,0,0,0
42,6,0,2,0,0,0,1,1,5,5,48,2,0,0,0,0
35,6,1,1,0,1800,1,0,1,5,5,53,1,0,0,0,0
45,4,0,0,0,0,0,1,1,5,5,370,2,0,0,0,0
53,6,2,0,0,1242,0,0,1,5,5,280,1,0,0,0,0
37,2,1,0,0,0,0,0,1,5,5,80,2,0,0,0,0
39,4,0,0,0,0,0,0,1,5,5,251,1,0,0,0,0
42,3,1,0,0,2758,1,0,1,5,5,237,3,0,0,0,0
47,0,0,2,1,0,0,0,1,5,5,148,2,0,0,0,0
42,0,0,0,0,865,0,1,1,5,5,81,1,0,0,0,0
46,0,0,0,0,0,1,0,1,5,5,83,2,0,0,0,0
39,0,0,0,0,3231,1,1,1,5,5,164,2,0,0,0,0
49,0,0,0,0,787,1,0,1,5,5,280,1,0,0,0,0
39,3,1,0,0,0,1,0,1,5,5,22,1,0,0,0,0
61,6,0,3,0,0,0,0,1,5,5,118,1,0,0,0,0
45,0,0,2,0,1227,0,0,1,5,5,127,3,0,0,0,0
32,0,1,0,0,226,1,0,1,5,5,426,5,0,0,0,0
53,4,2,2,0,3107,0,0,1,5,5,152,1,0,0,0,0
36,6,1,2,0,1201,1,0,1,5,5,57,1,0,0,0,0
37,1,2,1,0,168,1,0,1,5,5,227,1,0,0,0,0
54,6,2,0,0,1327,0,0,1,5,5,115,2,0,0,0,0
49,1,0,1,0,414,1,0,1,5,5,155,3,0,0,0,0
48,3,0,0,0,476,0,0,1,5,5,489,3,0,0,0,0
37,0,0,0,0,196,1,0,1,5,5,66,3,0,0,0,0
29,0,0,0,0,185,1,1,1,5,5,471,3,0,0,0,0
48,1,0,2,0,0,1,0,1,5,5,107,1,0,0,0,0
30,6,1,1,0,734,1,0,1,5,5,113,3,0,0,0,0
37,2,1,0,0,255,0,0,1,5,5,447,2,0,0,0,0
60,0,0,0,0,71,0,0,1,5,5,185,1,0,0,0,0
37,6,0,0,0,351,1,0,1,5,5,169,3,0,0,0,0
39,4,0,0,0,0,1,0,1,5,5,620,2,0,0,0,0
40,0,0,2,0,743,0,0,1,5,5,18,2,0,0,0,0
51,6,0,2,0,0,0,0,1,5,5,23,2,0,0,0,0
55,0,0,0,0,660,0,0,1,5,5,348,1,0,0,0,0
26,2,0,0,0,-293,1,1,1,5,5,64,2,0,0,0,0
38,0,0,0,0,0,0,0,1,5,5,71,1,0,0,0,0
36,0,0,2,0,130,1,0,1,5,5,96,2,0,0,0,0
43,4,1,0,0,848,0,0,1,5,5,168,2,0,0,0,0
36,6,1,3,0,1070,0,0,1,5,5,346,3,0,0,0,0
48,2,0,3,0,460,0,0,1,5,5,99,3,0,0,0,0
38,4,1,1,0,1222,1,0,1,5,5,237,2,0,0,0,0
44,4,2,0,0,-389,1,1,1,5,5,52,1,0,0,0,0
37,0,1,2,0,0,1,0,1,5,5,309,2,0,0,0,0
58,0,0,0,0,0,0,0,1,5,5,267,2,0,0,0,0
38,4,0,0,0,2600,0,0,1,5,5,27,2,0,0,0,0
37,0,0,3,0,1795,1,0,1,5,5,511,1,0,0,0,0
45,0,1,0,0,143,0,0,1,5,5,201,1,0,0,0,0
46,2,0,0,0,792,0,0,1,5,5,170,2,0,0,0,0
29,4,0,2,0,549,1,0,1,5,5,61,2,0,0,0,0
39,3,0,0,0,15,0,0,1,5,5,256,2,0,0,0,0
44,1,0,1,0,588,1,0,1,5,5,245,2,0,0,0,0
39,6,1,0,0,914,0,0,1,5,5,20,1,0,0,0,0
48,3,0,0,0,1099,0,1,1,5,5,340,1,0,0,0,0
36,3,1,3,0,1815,0,0,1,5,5,387,1,0,0,0,0
56,5,0,2,0,855,0,0,1,5,5,140,2,0,0,0,0
39,4,1,0,0,117,1,0,1,5,5,190,2,0,0,0,0
50,2,2,1,0,1044,0,0,1,5,5,400,2,0,0,0,0
41,0,0,0,0,1459,0,0,1,5,5,82,1,0,0,0,0
48,6,2,1,0,275,0,1,1,5,5,34,1,0,0,0,0
59,6,0,2,0,500,0,0,1,5,5,94,1,0,0,0,0
50,6,1,2,0,1659,0,0,1,5,5,221,2,0,0,0,0
55,3,1,0,0,533,0,0,1,5,5,40,2,0,0,0,0
52,1,0,2,0,0,0,0,1,5,5,85,3,0,0,0,0
40,1,1,0,0,269,0,0,1,5,5,128,1,0,0,0,0
50,6,0,0,0,34,1,0,1,5,5,163,1,0,0,0,0
52,1,0,1,0,1111,0,0,1,5,5,17,1,0,0,0,0
55,5,0,1,0,2996,0,0,1,5,5,49,1,0,0,0,0
53,5,0,0,0,1554,0,0,1,5,5,138,1,0,0,0,0
40,6,0,1,0,1750,0,0,1,5,5,197,1,0,0,0,0
24,3,0,0,0,541,1,0,1,5,5,622,4,0,0,0,0
53,1,0,1,0,652,0,0,1,5,5,91,1,0,0,0,0
52,4,0,0,0,91,1,0,1,5,5,175,4,0,0,0,0
44,2,0,0,0,358,0,0,1,5,5,179,1,0,0,0,0
39,0,2,2,1,-294,1,0,1,5,5,181,2,0,0,0,0
45,5,2,0,0,229,0,0,1,5,5,181,2,0,0,0,0
32,0,0,0,0,95,1,0,1,5,5,77,2,0,0,0,0
48,1,0,1,0,1733,0,0,1,5,5,318,3,0,0,0,0
37,6,0,2,0,808,0,0,1,5,5,228,2,0,0,0,0
59,1,0,2,0,2269,0,1,1,5,5,158,1,0,0,0,0
35,3,0,0,0,214,1,1,1,5,5,247,1,0,0,0,0
41,2,0,1,0,13,0,0,1,5,5,189,2,0,0,0,0
45,4,0,0,0,1550,1,0,1,5,5,127,6,0,0,0,0
43,1,2,0,0,130,1,0,1,5,5,63,3,0,0,0,0
42,1,0,1,0,477,1,0,1,5,5,517,3,0,0,0,0
58,5,0,0,0,150,1,0,1,5,5,420,4,0,0,0,0
41,6,0,0,0,20,0,0,1,5,5,333,1,0,0,0,0
38,3,0,0,0,884,1,0,1,5,5,57,2,0,0,0,0
57,6,1,0,0,3277,0,0,1,5,5,127,4,0,0,0,0
40,4,0,0,0,429,0,0,1,5,5,272,2,0,0,0,0
44,6,0,2,0,97,1,0,1,5,5,105,3,0,0,0,0
36,0,2,0,0,-11,0,0,1,5,5,152,2,0,0,0,0
55,6,0,1,0,457,1,0,1,5,5,61,3,0,0,0,0
53,6,0,3,0,1347,0,0,1,5,5,92,2,0,0,0,0
50,2,0,0,0,416,1,0,1,5,5,494,5,0,0,0,1
39,0,1,2,0,323,1,0,1,5,5,138,3,0,0,0,0
49,2,0,0,0,550,1,0,1,5,5,412,2,0,0,0,0
38,0,1,0,0,68,0,0,1,5,5,90,2,0,0,0,0
36,3,1,0,0,-17,1,0,1,5,5,159,2,0,0,0,0
30,4,0,0,0,311,1,1,1,5,5,94,4,0,0,0,0
53,6,0,2,0,943,1,1,1,5,5,314,2,0,0,0,0
36,1,0,1,0,1357,1,0,1,5,5,74,5,0,0,0,0
56,1,0,2,0,0,0,0,1,5,5,153,2,0,0,0,0
44,6,0,2,0,280,1,0,1,5,5,193,2,0,0,0,0
39,2,1,0,0,1820,0,0,1,5,5,231,2,0,0,0,0
55,1,0,3,0,0,0,0,1,5,5,353,2,0,0,0,0
49,3,0,0,0,1677,0,0,1,5,5,19,3,0,0,0,0
51,2,0,2,0,223,1,0,1,5,5,131,3,0,0,0,0
39,3,0,0,0,1595,1,0,1,5,5,102,2,0,0,0,0
53,2,2,0,0,12,0,0,1,5,5,150,2,0,0,0,0
41,1,0,1,0,140,1,0,1,5,5,65,3,0,0,0,0
35,3,1,0,0,2452,1,0,1,5,5,91,2,0,0,0,0
38,4,0,0,0,5,0,0,1,5,5,115,2,0,0,0,0
41,1,0,1,0,1304,1,0,1,5,5,93,3,0,0,0,0
26,0,0,0,0,986,1,0,1,5,5,209,3,0,0,0,0
41,0,0,0,0,0,0,0,1,5,5,85,2,0,0,0,0
58,6,0,2,0,419,0,1,1,5,5,295,3,0,0,0,0
58,0,0,0,0,266,1,0,1,5,5,319,6,0,0,0,0
42,2,0,1,0,1189,0,0,1,5,5,323,3,0,0,0,0
51,4,0,3,0,518,0,0,1,5,5,312,3,0,0,0,0
46,1,0,3,0,2296,0,0,1,5,5,67,2,0,0,0,0
29,2,1,0,0,3313,1,0,1,5,5,18,3,0,0,0,0
40,0,0,2,0,1613,1,0,1,5,5,541,3,0,0,0,0
36,1,0,1,0,-661,1,1,1,5,5,221,3,0,0,0,0
55,0,0,2,0,2171,0,0,1,5,5,138,2,0,0,0,0
32,1,1,1,0,1742,0,0,1,5,5,231,2,0,0,0,0
58,3,0,2,0,549,0,0,1,5,5,82,2,0,0,0,0
46,3,1,0,0,1790,1,0,1,5,5,214,5,0,0,0,0
26,4,1,0,0,512,1,1,1,5,5,75,3,0,0,0,0
37,1,0,1,0,636,0,1,1,5,5,338,2,0,0,0,0
35,0,0,2,0,3279,0,0,1,5,5,240,2,0,0,0,0
39,3,1,2,0,2805,0,0,1,5,5,288,2,0,0,0,0
38,2,0,0,0,635,0,0,1,5,5,31,5,0,0,0,0
55,1,2,0,0,394,0,0,1,5,5,119,3,0,0,0,0
39,2,1,1,0,1646,1,0,1,5,5,474,2,0,0,0,0
44,0,0,0,0,249,1,1,1,5,5,173,3,0,0,0,0
45,6,0,1,0,334,0,0,1,5,5,87,2,0,0,0,0
46,0,0,2,0,2093,0,0,1,5,5,128,2,0,0,0,0
53,0,0,2,0,0,1,0,1,5,5,285,2,0,0,0,0
51,3,0,0,0,1699,0,0,1,5,5,153,2,0,0,0,0
59,1,1,1,0,911,0,1,1,5,5,172,2,0,0,0,0
39,0,0,2,0,3127,1,1,1,5,5,451,2,0,0,0,0
52,0,0,2,0,-133,0,0,1,5,5,96,2,0,0,0,0
41,0,0,2,0,2770,1,1,1,5,5,191,2,0,0,0,0
52,1,0,0,0,3258,0,0,1,5,5,234,3,0,0,0,0
47,6,0,2,0,122,0,1,1,5,5,240,3,0,0,0,0
39,6,2,0,1,-103,0,1,1,5,5,210,3,0,0,0,0
38,3,0,2,0,3,1,1,1,5,5,124,2,0,0,0,0
39,4,1,0,0,609,0,0,1,5,5,372,1,0,0,0,0
35,6,1,0,0,1015,1,0,1,5,5,406,2,0,0,0,1
58,2,0,2,1,-247,0,0,1,6,5,179,1,0,0,0,0
56,1,2,1,0,0,0,0,1,6,5,463,4,0,0,0,0
46,1,0,1,0,625,1,0,1,6,5,127,1,0,0,0,0
60,2,2,0,0,0,0,0,1,6,5,105,1,0,0,0,0
39,6,0,0,0,1701,0,0,1,6,5,140,1,0,0,0,0
48,6,1,1,0,2313,0,0,1,6,5,130,1,0,0,0,0
39,0,0,0,0,599,1,0,1,6,5,53,1,0,0,0,0
41,0,1,0,0,656,0,0,1,6,5,178,1,0,0,0,0
36,4,0,0,0,1328,1,0,1,6,5,82,4,0,0,0,0
37,4,1,0,0,2571,0,0,1,6,5,40,2,0,0,0,0
51,1,0,1,0,12,0,0,1,6,5,90,4,0,0,0,0
32,0,0,2,0,1138,1,1,1,6,5,164,4,0,0,0,0
41,4,0,0,0,-140,0,1,1,6,5,190,1,0,0,0,0
38,0,0,0,0,2836,0,0,1,6,5,116,3,0,0,0,0
36,6,0,2,0,122,0,0,1,6,5,78,1,0,0,0,0
39,6,1,0,0,0,0,0,1,6,5,188,1,0,0,0,0
56,4,0,2,0,444,1,0,1,6,5,432,1,0,0,0,0
39,6,0,1,0,1047,0,0,1,6,5,554,1,0,0,0,1
52,6,0,2,0,1837,0,0,1,6,5,118,1,0,0,0,0
25,1,1,1,0,490,1,0,1,6,5,246,3,0,0,0,0
60,5,0,0,0,-1110,1,0,1,6,5,143,2,0,0,0,0
38,0,0,0,0,0,0,0,1,6,5,361,1,0,0,0,0
54,6,0,0,0,2791,0,0,1,6,5,94,1,0,0,0,0
40,4,1,0,0,546,1,0,1,6,5,219,1,0,0,0,0
37,0,0,2,0,27,0,0,1,6,5,80,1,0,0,0,0
39,1,2,3,0,401,0,0,1,6,5,126,1,0,0,0,0
28,0,0,0,0,708,1,0,1,6,5,339,5,0,0,0,0
27,4,1,0,0,482,1,0,1,6,5,220,2,0,0,0,0
44,1,2,1,0,0,0,0,1,6,5,373,1,0,0,0,0
38,1,0,1,0,881,0,1,1,6,5,79,2,0,0,0,0
41,2,0,0,0,118,0,0,1,6,5,339,1,0,0,0,0
44,3,0,0,0,248,0,0,1,6,5,18,1,0,0,0,0
54,1,0,1,0,884,1,0,1,6,5,91,1,0,0,0,0
39,0,0,2,0,0,0,0,1,6,5,178,1,0,0,0,0
51,6,0,2,0,10,0,0,1,6,5,513,3,0,0,0,0
38,0,0,0,0,292,1,1,1,6,5,84,2,0,0,0,0
36,1,1,0,0,992,0,0,1,6,5,351,1,0,0,0,0
36,0,1,0,0,1012,1,1,1,6,5,399,1,0,0,0,0
35,1,1,0,0,0,0,0,1,6,5,19,1,0,0,0,0
37,6,1,1,0,984,0,0,1,6,5,334,1,0,0,0,0
50,0,1,2,0,1743,1,0,1,6,5,49,5,0,0,0,0
38,1,0,0,0,794,1,0,1,6,5,50,3,0,0,0,0
40,1,1,1,0,383,1,0,1,6,5,106,5,0,0,0,0
46,6,0,3,0,2505,0,0,1,6,5,135,2,0,0,0,0
39,3,0,0,0,441,0,0,1,6,5,101,2,0,0,0,0
48,0,0,2,0,72,1,0,1,6,5,114,5,0,0,0,0
38,6,0,2,0,0,0,0,1,6,5,414,2,0,0,0,0
38,0,1,0,0,1230,1,0,1,6,5,266,2,0,0,0,0
31,2,1,3,0,694,1,0,1,6,5,431,2,0,0,0,0
26,0,1,0,0,940,1,0,1,6,5,237,3,0,0,0,0
28,3,0,0,0,-156,1,0,1,6,5,161,5,0,0,0,0
38,0,0,0,0,926,0,1,1,6,5,189,3,0,0,0,0
56,1,0,1,0,3039,0,0,1,6,5,420,2,0,0,0,0
48,0,2,2,0,0,0,0,1,6,5,248,2,0,0,0,0
56,6,2,3,0,2152,0,0,1,6,5,67,1,0,0,0,0
37,0,0,3,0,1508,0,1,1,6,5,381,2,0,0,0,1
41,0,0,0,0,901,1,0,1,6,5,80,3,0,0,0,0
43,0,0,0,0,101,0,0,1,6,5,153,1,0,0,0,0
60,6,0,2,0,161,0,0,1,6,5,183,1,0,0,0,0
40,2,0,0,0,-282,1,0,1,6,5,223,3,0,0,0,0
58,6,0,2,0,1657,0,0,1,6,5,172,2,0,0,0,0
41,0,2,0,0,1491,1,0,1,6,5,100,2,0,0,0,0
47,6,0,3,0,750,0,0,1,6,5,188,1,0,0,0,0
60,2,0,1,0,0,0,0,1,6,5,320,1,0,0,0,0
37,4,1,0,0,148,0,1,1,6,5,64,1,0,0,0,0
58,2,2,0,0,797,1,0,1,6,5,134,2,0,0,0,0
47,3,0,0,0,1060,1,0,1,6,5,83,3,0,0,0,0
46,6,0,3,0,613,0,0,1,6,5,51,1,0,0,0,0
54,4,1,0,0,492,0,0,1,6,5,330,1,0,0,0,0
58,1,2,1,0,1266,0,1,1,6,5,164,1,0,0,0,0
41,6,0,2,0,406,0,0,1,6,5,272,1,0,0,0,0
53,5,0,2,0,2010,0,1,1,6,5,182,1,0,0,0,0
35,6,1,2,0,45,0,1,1,6,5,81,1,0,0,0,0
46,2,0,1,0,0,0,0,1,6,5,159,1,0,0,0,0
35,6,0,0,0,116,0,0,1,6,5,361,1,0,0,0,0
48,2,0,0,0,545,0,0,1,6,5,307,1,0,0,0,0
37,6,1,1,0,1004,1,0,1,6,5,377,3,0,0,0,0
51,6,0,2,0,1521,0,0,1,6,5,24,1,0,0,0,0
36,6,0,0,0,1453,0,0,1,6,5,386,1,0,0,0,0
50,0,0,2,0,-294,1,0,1,6,5,79,3,0,0,0,0
36,2,1,0,0,300,1,0,1,6,5,358,1,0,0,0,0
37,1,0,1,0,657,0,0,1,6,5,227,1,0,0,0,0
39,4,0,0,0,-540,0,0,1,6,5,29,1,0,0,0,0
53,0,0,0,0,66,0,0,1,6,5,360,2,0,0,0,0
32,6,0,1,0,189,1,0,1,6,5,106,2,0,0,0,0
